UFI;UNI;LAT;LONG;DMS_LAT;DMS_LONG;DSG;ADM1;ADM2;NT;SORT_NAME;FULL_NAME
-907379;-1341649;-335.333.333;-569.333.333;-333200;-565600;PPL;6;;N;LOSAHOGADOS;Los Ahogados
-907381;-1341651;-331.166.667;-548.166.667;-330700;-544900;PPL;19;;N;LOSCAMEJOS;Los Camejos
-908283;-1341653;-328.333.333;-564.333.333;-325000;-562600;PPL;5;;V;LOSCASTROS;Los Castros
-907382;-1341654; -32.1;-574.166.667;-320600;-572500;PPL;11;;N;LOSCEBALLOS;Los Ceballos
-907383;-1341655;-34.605;-563.563.889;-343618;-562123;PPL;2;;N;LOSCERRILLOS;Los Cerrillos
-907384;-1341656;-341.833.333;-579.333.333;-341100;-575600;PPL;4;;N;LOSCERROSDESANJUAN;Los Cerros de San Juan
-908304;-1341657;-318.333.333;-559.833.333;-315000;-555900;PPL;18;;V;LOSCOITINHOS;Los Coitinhos
-908286;-1341658;-321.666.667; -55.95;-321000;-555700;PPL;18;;V;LOSCUADRADO;Los Cuadrado
-907385;-1341660; -32.3;-553.333.333;-321800;-552000;PPL;18;;N;LOSFEOS;Los Feos
-907386;-1341661;-322.666.667; -55.9;-321600;-555400;PPL;18;;N;LOSFURTADO;Los Furtado
-907387;-1341662; -32.25; -55.75;-321500;-554500;PPL;18;;N;LOSFURTADOS;Los Furtados
-908305;-1341663; -32.15; -54.95;-320900;-545700;PPL;18;;V;LOSGARCIA;Los Garcia
-908306;-1341664;-321.833.333;-550.333.333;-321100;-550200;PPL;18;;V;LOSGOMEZ;Los Gomez
-908307;-1341665; -31.85; -56.0;-315100;-560000;PPL;18;;V;LOSGROZOS;Los Grozos
-907389;-1341668; -32.9;-560.833.333;-325400;-560500;PPL;5;;N;LOSMEZQUITAS;Los Mezquitas
-907393;-1341675;-319.833.333;-556.833.333;-315900;-554100;PPL;18;;N;LOSNOVILLOS;Los Novillos
-907397;-1341679; -31.25; -55.95;-311500;-555700;PPL;13;;N;LOSPOTREROS;Los Potreros
-908309;-1341680;-317.666.667; -56.25;-314600;-561500;PPL;11;;V;LOSRODRIGUEZ;Los Rodriguez
-907398;-1341681; -31.8;-561.333.333;-314800;-560800;PPL;18;;N;LOSROSANOS;Los Rosanos
-908310;-1341682;-322.666.667;-549.166.667;-321600;-545500;PPL;18;;V;LOSSILVEYRA;Los Silveyra
-907399;-1341683;-333.333.333;-547.833.333;-332000;-544700;PPL;8;;N;LOSTALAS;Los Talas
-907400;-1341684;-340.666.667; -54.5;-340400;-543000;PPL;9;;N;LOSTALAS;Los Talas
-907402;-1341689;-318.833.333;-554.333.333;-315300;-552600;PPL;18;;N;LOSVASQUEZ;Los Vásquez
-907410;-1341703; -31.1;-559.833.333;-310600;-555900;PPL;13;;N;LUNAREJO;Lunarejo
-907416;-1341716; -33.35;-556.166.667;-332100;-553700;PPL;5;;N;MACHADO;Machado
-907417;-1341717;-338.666.667; -57.0;-335200;-570000;PPL;17;;N;MACHADO;Machado
-907428;-1341741;-334.666.667; -54.65;-332800;-543900;PPL;8;;N;MAGUNA;Maguna
-907434;-1341757; -34.15; -56.95;-340900;-565700;PPL;16;;V;MALABRIGA;Mal Abriga
-907434;-1341758; -34.15; -56.95;-340900;-565700;PPL;16;;N;MALABRIGO;Mal Abrigo
-907443;-1341778; -34.9; -54.95;-345400;-545700;PPL;9;;N;MALDONADO;Maldonado
-907485;-1341866;-348.166.667; -56.1;-344900;-560600;PPL;10;;N;MANGA;Manga
-907492;-1341878;-321.166.667;-540.666.667;-320700;-540400;PPL;3;;N;MANGRULLO;Mangrullo
-906504;-1341896; -31.35;-553.833.333;-312100;-552300;PPL;13;;V;MANGUERA;Manguera
-907524;-1341958; -33.4;-546.833.333;-332400;-544100;PPL;19;;N;MARIAALBINA;María Albina
-907525;-1341959;-330.833.333;-561.833.333;-330500;-561100;PPL;5;;N;MARIACEJAS;María Cejas
-907050;-1341960;-329.833.333;-545.833.333;-325900;-543500;PPL;19;;V;MARIAISABEL;Maria Isabel
-907526;-1341961; -33.8; -54.0;-334800;-540000;PPL;3;;N;MARIAISABEL;María Isabel
-907531;-1341973;-332.333.333;-571.333.333;-331400;-570800;PPL;6;;N;MARINCHO;Marincho
-907535;-1341980; -34.05;-547.833.333;-340300;-544700;PPL;8;;N;MARISCALA;Mariscala
-907541;-1341987; -34.85;-561.166.667;-345100;-560700;PPL;10;;N;MARONAS;Maroñas
-907543;-1341989;-341.530.556;-581.766.667;-340911;-581036;PPL;4;;N;MARTINCHICO;Martín Chico
-908311;-1342000;-318.833.333;-559.666.667;-315300;-555800;PPL;18;;V;MARTINOTE;Martinote
-907549;-1342003;-310.833.333;-560.166.667;-310500;-560100;PPL;1;;N;MASOLLER;Masoller
-907556;-1342016;-312.166.667;-563.166.667;-311300;-561900;PPL;15;;V;MATAOJITO;Mataojito
-907556;-1342024;-312.166.667;-563.166.667;-311300;-561900;PPL;15;;N;MATAOJO;Mataojo
-907557;-1342025; -34.5;-563.833.333;-343000;-562300;PPL;2;;N;MATAOJO;Mataojo
-907574;-1342058;-311.833.333;-562.833.333;-311100;-561700;PPL;15;;N;MATAOJOCHICO;Mataojo Chico
-906640;-1342083;-340.666.667;-539.333.333;-340400;-535600;PPL;14;;V;MATURRANGO;Maturrango
-905980;-1342095;-326.333.333; -56.35;-323800;-562100;PPL;18;;V;MAXIMOTAJES;Maximo Tajes
-907594;-1342109; -32.9;-552.333.333;-325400;-551400;PPL;3;;N;MEDEROS;Mederos
-907596;-1342114;-331.166.667;-548.333.333;-330700;-545000;PPL;19;;N;MEDINA;Medina
-907636;-1342200;-323.666.667;-541.833.333;-322200;-541100;PPL;3;;N;MELO;Melo
-907643;-1342215;-325.666.667;-574.833.333;-323400;-572900;PPL;12;;N;MENAFRA;Menafra
-907646;-1342219; -33.05; -54.15;-330300;-540900;PPL;19;;N;MENDIZABAL;Mendizabal
-907647;-1342220;-342.833.333;-562.166.667;-341700;-561300;PPL;7;;N;MENDOZA;Mendoza
-907652;-1342232; -34.2;-562.166.667;-341200;-561300;PPL;7;;N;MENDOZACHICO;Mendoza Chico
-907654;-1342238;-332.558.333;-580.191.667;-331521;-580109;PPL;17;;N;MERCEDES;Mercedes
-907658;-1342248; -32.4; -56.9;-322400;-565400;PPL;12;;N;MERINOS;Merinos
-907660;-1342255;-340.166.667; -57.65;-340100;-573900;PPL;4;;N;MIGUELETE;Miguelete
-907665;-1342263;-344.833.333; -55.65;-342900;-553900;PPL;2;;N;MIGUES;Migues
-907665;-1342268;-344.833.333; -55.65;-342900;-553900;PPL;2;;V;MIGUEZ;Miguez
-907674;-1342288; -34.37;-55.225;-342212;-551330;PPL;8;;N;MINAS;Minas
-907680;-1342300;-315.833.333;-554.666.667;-313500;-552800;PPL;13;;N;MINASDECORRALES;Minas de Corrales
-908328;-1342301;-317.166.667;-553.333.333;-314300;-552000;PPL;13;;V;MINASDEZAPUCAY;Minas de Zapucay
-907685;-1342313;-320.666.667;-537.666.667;-320400;-534600;PPL;3;;N;MINUANO;Minuano
-907686;-1342315; -34.35;-574.333.333;-342100;-572600;PPL;4;;N;MINUANO;Minuano
-908285;-1342314; -32.45;-550.333.333;-322700;-550200;PPL;18;;V;MINUANO;Minuano
-907696;-1342334;-316.333.333; -55.0;-313800;-550000;PPL;13;;N;MOIRONES;Moirones
-907702;-1342346; -33.05;-564.833.333;-330300;-562900;PPL;5;;N;MOLLES;Molles
-907739;-1342430; -33.5;-552.166.667;-333000;-551300;PPL;7;;N;MOLLESCHICO;Molles Chico
-907742;-1342434;-334.666.667; -55.2;-332800;-551200;PPL;7;;N;MOLLESDELPESCADO;Molles del Pescado
-907762;-1342483; -34.5;-555.833.333;-343000;-553500;PPL;2;;N;MONTES;Montes
-907764;-1342487;-348.580.556;-561.708.333;-345129;-561015;PPLC ;10;;N;MONTEVIDEO;Montevideo
-907769;-1342496; -32.25;-565.166.667;-321500;-563100;PPL;11;;N;MONTEVIDEOCHICO;Montevideo Chico
-908312;-1342495;-322.166.667; -55.6;-321300;-553600;PPL;18;;V;MONTEVIDEOCHICO;Montevideo Chico
-907777;-1342513;-323.833.333;-566.833.333;-322300;-564100;PPL;11;;N;MORATO;Morató
-909267;-1342519;-346.833.333;-556.833.333;-344100;-554100;PPL;2;;V;MOSQUITOS;Mosquitos
-907783;-1342526; -32.9;-561.333.333;-325400;-560800;PPL;5;;N;MOURINO;Mouriño
-907795;-1342553;-310.833.333;-565.166.667;-310500;-563100;PPL;15;;N;MUSI;Musi
-907799;-1342560;-321.666.667;-541.166.667;-321000;-540700;PPL;3;;N;NANDO;Nando
-907840;-1342641;-334.833.333; -55.15;-332900;-550900;PPL;8;;N;NICOPEREZ;Nico Pérez
-907393;-1342678;-319.833.333;-556.833.333;-315900;-554100;PPL;18;;V;NOVILLOS;Novillos
-907855;-1342681;-346.666.667;-552.666.667;-344000;-551600;PPL;9;;N;NUEVACARRARA;Nueva Carrara
-906352;-1342683;-343.166.667;-572.166.667;-341900;-571300;PPL;4;;V;NUEVAHELVECIA;Nueva Helvecia
-907856;-1342682; -34.3;-572.333.333;-341800;-571400;PPL;4;;N;NUEVAHELVECIA;Nueva Helvecia
-907858;-1342685;-338.833.333;-584.166.667;-335300;-582500;PPL;4;;N;NUEVAPALMIRA;Nueva Palmira
-907863;-1342691;-329.833.333; -58.05;-325900;-580300;PPL;12;;N;NUEVOBERLIN;Nuevo Berlín
-907864;-1342692; -34.85;-562.333.333;-345100;-561400;PPL;10;;N;NUEVOPARIS;Nuevo París
-907883;-1342748;-311.833.333;-569.333.333;-311100;-565600;PPL;15;;N;OLIVERA;Olivera
-908725;-1342749;-336.166.667;-537.166.667;-333700;-534300;PPL;14;;V;OLIVERA;Olivera
-906649;-1342758; -34.7; -55.9;-344200;-555400;PPL;2;;V;OLMOS;Olmos
-907897;-1342778;-339.166.667;-577.833.333;-335500;-574700;PPL;4;;N;OMBUESDELAVALLE;Ombúes de Lavalle
-907898;-1342779; -33.3; -56.35;-331800;-562100;PPL;5;;N;OMBUESDEORIBE;Ombúes de Oribe
-907900;-1342783;-339.833.333;-539.833.333;-335900;-535900;PPL;14;;N;ORATORIO;Oratorio
-907901;-1342784; -34.65;-567.166.667;-343900;-564300;PPL;16;;N;ORDEIG;Ordeig
-907902;-1342785;-323.833.333; -57.5;-322300;-573000;PPL;11;;N;ORGOROSO;Orgoroso
-907903;-1342786; -31.5;-571.166.667;-313000;-570700;PPL;15;;N;ORIBE;Oribe
-907777;-1342804;-323.833.333;-566.833.333;-322300;-564100;PPL;11;;V;OVIDIOMORATO;Ovidio Morató
-908050;-1342807;-315.333.333; -56.05;-313200;-560300;PPL;18;;V;PABLADOPASODECEFERINO;Pablado Paso de Ceferino
-907918;-1342817; -33.0;-536.333.333;-330000;-533800;PPL;19;;N;PADULA;Padula
-907919;-1342818;-307.333.333;-567.333.333;-304400;-564400;PPL;1;;N;PAGUERO;Paguero
9045491;9045491;-348.016.667;-563.341.667;-344806;-562003;PPL;10;;N;PAJASBLANCAS;Pajas Blancas
-907940;-1342867; -30.6;-576.833.333;-303600;-574100;PPL;1;;N;PALMA;Palma
-907947;-1342884;-342.666.667;-539.333.333;-341600;-535600;PPL;14;;N;PALMARDECASTILLOS;Palmar de Castillos
-907948;-1342885;-319.166.667;-577.166.667;-315500;-574300;PPL;11;;N;PALMARDEQUEBRACHO;Palmar de Quebracho
-907947;-1342886;-342.666.667;-539.333.333;-341600;-535600;PPL;14;;V;PALMARESDECASTILLOS;Palmares de Castillos
-907948;-1342887;-319.166.667;-577.166.667;-315500;-574300;PPL;11;;V;PALMARESDEQUEBRACHO;Palmares de Quebracho
-907955;-1342898;-306.833.333;-575.166.667;-304100;-573100;PPL;1;;N;PALMASOLA;Palma Sola
-907962;-1342909;-335.166.667;-578.333.333;-333100;-575000;PPL;17;;N;PALMITAS;Palmitas
-907969;-1342925;-310.833.333; -57.6;-310500;-573600;PPL;15;;N;PALOMAS;Palomas
-907981;-1342951; -34.8;-552.333.333;-344800;-551400;PPL;9;;N;PANDEAZUCAR;Pan de Azúcar
-907985;-1342960;-347.166.667; -55.95;-344300;-555700;PPL;2;;N;PANDO;Pando
-908533;-1343014;-333.833.333;-564.166.667;-332300;-562500;PPL;5;;V;PANTANOSADECUADRA;Pantanosa de Cuadra
-908023;-1343061; -31.35;-577.833.333;-312100;-574700;PPL;15;;N;PARADAHERRERIA;Parada Herrería
-908031;-1343082;-342.666.667;-543.166.667;-341600;-541900;PPL;14;;N;PARALLE;Parallé
-908049;-1343106; -34.2;-577.833.333;-341200;-574700;PPL;4;;V;PASOANTOLIN;Paso Antolín
-908045;-1343107; -31.1;-556.666.667;-310600;-554000;PPL;13;;N;PASOATAQUES;Paso Ataques
-908050;-1343111;-315.333.333; -56.05;-313200;-560300;PPL;18;;V;PASOCEFERINO;Paso Ceferino
-908048;-1343112;-314.166.667;-566.833.333;-312500;-564100;PPL;15;;N;PASOCEMENTERIO;Paso Cementerio
-908049;-1343113; -34.2;-577.833.333;-341200;-574700;PPL;4;;N;PASODEANTOLIN;Paso de Antolín
-908045;-1343114; -31.1;-556.666.667;-310600;-554000;PPL;13;;V;PASODEATAQUES;Paso de Ataques
-906004;-1343117;-328.333.333;-561.833.333;-325000;-561100;PPL;5;;V;PASODECARPINTERIA;Paso de Carpintería
-908047;-1343110;-348.602.778;-560.522.222;-345137;-560308;PPL;2;;N;PASODECARRASCO;Paso de Carrasco
-908050;-1343118;-315.333.333; -56.05;-313200;-560300;PPL;18;;N;PASODECEFERINO;Paso de Ceferino
-908052;-1343121; -34.45;-561.666.667;-342700;-561000;PPL;2;;N;PASODELACADENA;Paso de la Cadena
-908053;-1343122; -34.2;-578.666.667;-341200;-575200;PPL;4;;N;PASODELAHORQUETA;Paso de la Horqueta
-908054;-1343123;-309.666.667;-575.333.333;-305800;-573200;PPL;15;;N;PASODELALAGUNA;Paso de la Laguna
-908055;-1343124; -31.5;-560.333.333;-313000;-560200;PPL;18;;N;PASODELASCARRETAS;Paso de las Carretas
-908056;-1343125;-316.666.667;-566.333.333;-314000;-563800;PPL;15;;N;PASODELASPIEDRAS;Paso de las Piedras
-908057;-1343126;-325.166.667;-534.833.333;-323100;-532900;PPL;3;;N;PASODELASPIEDRAS;Paso de las Piedras
-907286;-1343127; -32.15; -55.05;-320900;-550300;PPL;18;;V;PASODELASTOSCAS;Paso de las Toscas
-908308;-1343128; -32.5;-560.333.333;-323000;-560200;PPL;18;;V;PASODELAURELES;Paso de Laureles
-908058;-1343129; -34.2;-539.333.333;-341200;-535600;PPL;14;;N;PASODELBANADO;Paso del Bañado
-905481;-1343130; -31.9;-554.666.667;-315400;-552800;PPL;11;;V;PASODELBORRACHO;Paso del Borracho
-908059;-1343131;-321.666.667; -53.75;-321000;-534500;PPL;3;;N;PASODELCENTURION;Paso del Centurión
-908060;-1343132;-315.166.667;-557.666.667;-313100;-554600;PPL;18;;N;PASODELCERRO;Paso del Cerro
-908063;-1343137;-301.666.667; -57.1;-301000;-570600;PPL;1;;N;PASODELLEON;Paso del León
-908077;-1343138; -34.85;-562.166.667;-345100;-561300;PPLX ;10;;V;PASODELMOLINO;Paso del Molino
-908064;-1343139;-319.833.333;-574.166.667;-315900;-572500;PPL;11;;N;PASODELOSCARROS;Paso de los Carros
-908065;-1343140;-325.333.333;-571.333.333;-323200;-570800;PPL;12;;N;PASODELOSMELLIZOS;Paso de los Mellizos
-908066;-1343141;-328.166.667;-565.166.667;-324900;-563100;PPL;5;;N;PASODELOSTOROS;Paso de los Toros
-908068;-1343145; -31.9;-547.833.333;-315400;-544700;PPL;18;;N;PASODELPARQUE;Paso del Parque
-908079;-1343147;-314.666.667;-568.333.333;-312800;-565000;PPL;15;;V;PASODELPOTRERODEARERUNGUA;Paso del Potrero de Arerunguá
-908070;-1343148; -31.25;-553.333.333;-311500;-552000;PPL;13;;N;PASODELTAPADO;Paso del Tapado
-908071;-1343149;-343.833.333;-562.833.333;-342300;-561700;PPL;2;;N;PASODEPACHE;Paso de Pache
-908072;-1343150; -33.05;-540.666.667;-330300;-540400;PPL;19;;N;PASODEPIRIZ;Paso de Piriz
-908725;-1343151;-336.166.667;-537.166.667;-333700;-534300;PPL;14;;V;PASODESANLUIS;Paso de San Luis
-908073;-1343152; -34.45;-562.833.333;-342700;-561700;PPL;2;;N;PASOFRANCOS;Paso Francos
-908292;-1343153;-310.166.667;-565.666.667;-310100;-563400;PPL;15;;V;PASOGUAVIYUDELARAPEY;Paso Guaviyú del Arapey
-908313;-1343154;-323.333.333;-558.833.333;-322000;-555300;PPL;18;;V;PASOHONDO;Paso Hondo
-908313;-1343160;-323.333.333;-558.833.333;-322000;-555300;PPL;18;;V;PASOHONDODELARROYOMALO;Paso Hondo del Arroyo Malo
-908077;-1343161; -34.85;-562.166.667;-345100;-561300;PPLX ;10;;N;PASOMOLINO;Paso Molino
-908078;-1343162;-324.666.667;-552.333.333;-322800;-551400;PPL;3;;N;PASOPEREIRA;Paso Pereira
-908337;-1343163;-334.833.333; -56.15;-332900;-560900;PPL;7;;V;PASOPOLANCODELYI;Paso Polanco del Yi
-908079;-1343164;-314.666.667;-568.333.333;-312800;-565000;PPL;15;;N;PASOPOTRERO;Paso Potrero
-908080;-1343165;-326.333.333; -56.75;-323800;-564500;PPL;12;;N;PASOSOCA;Paso Soca
-908081;-1343166; -34.45; -56.25;-342700;-561500;PPL;2;;N;PASOTOSCAS;Paso Toscas
-909556;-1343167; -31.2; -55.75;-311200;-554500;PPL;13;;V;PASOTRANQUERAS;Paso Tranqueras
-909753;-1343168;-332.833.333;-539.333.333;-331700;-535600;PPL;19;;V;PASSANO PICADADE;Picada de Passano
-908045;-1343169; -31.1;-556.666.667;-310600;-554000;PPL;13;;V;PASSODEATAQUES;Passo de Ataques
-908092;-1343187;-342.833.333;-569.166.667;-341700;-565500;PPL;16;;N;PAVON;Pavón
-908096;-1343195;-323.213.889;-580.755.556;-321917;-580432;PPL;11;;N;PAYSANDU;Paysandú
-908100;-1343201;-343.666.667;-557.833.333;-342200;-554700;PPL;2;;N;PEDERNAL;Pedernal
-908109;-1343222;-345.833.333;-558.333.333;-343500;-555000;PPL;2;;N;PEDRERA;Pedrera
-908133;-1343274;-317.833.333;-543.333.333;-314700;-542000;PPL;3;;N;PENAROL;Peñarol
-908134;-1343275;-348.166.667;-561.833.333;-344900;-561100;PPL;10;;N;PENAROL;Peñarol
-908141;-1343287; -31.45;-563.833.333;-312700;-562300;PPL;18;;N;PEPENUNEZ;Pepe Núñez
-908143;-1343289;-324.833.333; -56.35;-322900;-562100;PPL;18;;N;PERALTA;Peralta
-909647;-1343363;-343.333.333;-572.333.333;-342000;-571400;PPL;4;;V;PIAMONTESA;Piamontesa
-908190;-1343383; -34.65;-558.666.667;-343900;-555200;PPL;2;;N;PIEDRADELTORO;Piedra del Toro
-908193;-1343392; -30.5; -56.45;-303000;-562700;PPL;1;;N;PIEDRAPINTADA;Piedra Pintada
-907280;-1343394;-347.263.889; -56.22;-344335;-561312;PPL;2;;V;PIEDRAS;Piedras
-908218;-1343437;-348.286.111;-561.394.444;-344943;-560822;PPLX ;10;;N;PIEDRASBLANCAS;Piedras Blancas
-908226;-1343452;-323.833.333; -57.6;-322300;-573600;PPL;11;;N;PIEDRASCOLORADAS;Piedras Coloradas
-908229;-1343458;-347.166.667;-555.333.333;-344300;-553200;PPL;2;;N;PIEDRASDEAFILAR;Piedras de Afilar
-908238;-1343482;-320.666.667; -56.35;-320400;-562100;PPL;11;;N;PIEDRASOLA;Piedra Sola
-908243;-1343494;-343.333.333; -55.65;-342000;-553900;PPL;2;;N;PIEDRITAS;Piedritas
-908248;-1343508; -31.3; -57.1;-311800;-570600;PPL;15;;N;PINCHAZO;Pinchazo
-908249;-1343509;-323.333.333; -57.05;-322000;-570300;PPL;12;;N;PINERA;Piñera
-908253;-1343518;-338.333.333; -56.3;-335000;-561800;PPL;7;;N;PINTADO;Pintado
-908193;-1343529; -30.5; -56.45;-303000;-562700;PPL;1;;V;PINTADOCOLONIAAGRICOLA;Pintado Colonia Agrícola
-908258;-1343531;-304.833.333;-565.166.667;-302900;-563100;PPL;1;;N;PINTADOGRANDE;Pintado Grande
-908260;-1343534; -33.9;-568.333.333;-335400;-565000;PPL;6;;N;PINTOS;Pintos
-908264;-1343546;-337.333.333; -54.75;-334400;-544500;PPL;8;;N;PIRARAJA;Pirarajá
-908266;-1343549; -34.9;-552.833.333;-345400;-551700;PPL;9;;N;PIRIAPOLIS;Piriápolis
-908269;-1343553; -32.75;-537.333.333;-324500;-534400;PPL;3;;N;PLACIDOROSAS;Plácido Rosas
-908394;-1343562; -34.45; -57.6;-342700;-573600;PPL;4;;V;PLATERO;Platero
-908272;-1343563; -31.0;-556.833.333;-310000;-554100;PPL;13;;N;PLATON;Platón
-905591;-1343565;-347.666.667; -55.75;-344600;-554500;PPL;2;;V;PLAYAATLANTIDA;Playa Atlántida
-909654;-1343574; -31.3; -57.2;-311800;-571200;PPL;15;;V;POBLACIONVALENTIN;Poblacion Valentin
-908277;-1343575;-319.166.667;-559.333.333;-315500;-555600;PPL;18;;N;POBLADOBATOVI;Poblado Batoví
-908278;-1343576;-314.333.333;-552.333.333;-312600;-551400;PPL;13;;N;POBLADOBERRUTI;Poblado Berruti
-905755;-1343577; -32.35;-558.333.333;-322100;-555000;PPL;18;;V;POBLADOBLANQUILLO;Poblado Blanquillo
-908279;-1343578; -31.3;-570.666.667;-311800;-570400;PPL;15;;N;POBLADOCELESTE;Poblado Celeste
-908280;-1343579;-318.833.333; -56.0;-315300;-560000;PPL;18;;N;POBLADOCERROBATOVI;Poblado Cerro Batoví
-908281;-1343580; -32.45;-560.333.333;-322700;-560200;PPL;18;;N;POBLADOCERROCHATO;Poblado Cerro Chato
-908282;-1343581; -31.7; -56.1;-314200;-560600;PPL;18;;N;POBLADOCERRODELPASTOREO;Poblado Cerro del Pastoreo
-906499;-1343582;-322.333.333;-549.833.333;-321400;-545900;PPL;18;;V;POBLADOCUCHILLACARAGUATA;Poblado Cuchilla Caraguata
-906504;-1343583; -31.35;-553.833.333;-312100;-552300;PPL;13;;V;POBLADOCUCHILLADELAMANGUERA;Poblado Cuchilla de la Manguera
-908283;-1343584;-328.333.333;-564.333.333;-325000;-562600;PPL;5;;N;POBLADODECASTRO;Poblado de Castro
-908284;-1343585;-318.166.667; -55.5;-314900;-553000;PPL;18;;N;POBLADODEHERIBERTO;Poblado de Heriberto
-905481;-1343586; -31.9;-554.666.667;-315400;-552800;PPL;11;;V;POBLADODELBORRACHO;Poblado del Borracho
-906989;-1343587;-316.833.333; -54.65;-314100;-543900;PPL;13;;V;POBLADODELHOSPITAL;Poblado del Hospital
-907686;-1343589; -34.35;-574.333.333;-342100;-572600;PPL;4;;V;POBLADODELMINUANO;Poblado del Minuano
-908285;-1343588; -32.45;-550.333.333;-322700;-550200;PPL;18;;N;POBLADODELMINUANO;Poblado del Minuano
-908286;-1343590;-321.666.667; -55.95;-321000;-555700;PPL;18;;N;POBLADODELOSCUADRADOS;Poblado de los Cuadrados
-908287;-1343591; -32.4; -55.35;-322400;-552100;PPL;18;;N;POBLADODELOSMORALES;Poblado de los Morales
-907393;-1343592;-319.833.333;-556.833.333;-315900;-554100;PPL;18;;V;POBLADODELOSNOVILLOS;Poblado de los Novillos
-908388;-1343593;-336.833.333; -54.65;-334100;-543900;PPL;8;;V;POBLADODELSAUCE;Poblado del Sauce
-908288;-1343594;-321.833.333;-552.833.333;-321100;-551700;PPL;18;;N;POBLADODELTURUPI;Poblado del Turupí
-908289;-1343595;-316.833.333; -55.95;-314100;-555700;PPL;18;;N;POBLADOECHEVERRY;Poblado Echeverry
-906805;-1343596; -33.2; -53.8;-331200;-534800;PPL;14;;V;POBLADOGENERALENRIQUEMARTINEZ;Poblado General Enrique Martinez
-908290;-1343597;-317.666.667;-560.166.667;-314600;-560100;PPL;18;;N;POBLADOGODOY;Poblado Godoy
-908291;-1343598; -31.9;-558.833.333;-315400;-555300;PPL;18;;N;POBLADOGOYOMARTINEZ;Poblado Goyo Martínez
-908292;-1343599;-310.166.667;-565.666.667;-310100;-563400;PPL;15;;N;POBLADOGUAVIYU;Poblado Guaviyú
-908293;-1343600; -32.05;-546.333.333;-320300;-543800;PPL;18;;N;POBLADOLACHILCA;Poblado La Chilca
-908294;-1343601;-320.833.333; -55.65;-320500;-553900;PPL;18;;N;POBLADOLAHILERA;Poblado La Hilera
-908295;-1343602; -32.05;-548.666.667;-320300;-545200;PPL;18;;N;POBLADOLAHUMEDAD;Poblado La Humedad
-908296;-1343603;-315.166.667;-559.666.667;-313100;-555800;PPL;18;;N;POBLADOLAMBARI;Poblado Lambari
-908297;-1343604;-321.833.333;-560.666.667;-321100;-560400;PPL;18;;N;POBLADOLAMORCONA;Poblado La Morcona
-907252;-1343605;-315.166.667;-549.666.667;-313100;-545800;PPL;13;;V;POBLADOLAPUENTE;Poblado Lapuente
-908298;-1343606;-320.166.667;-550.666.667;-320100;-550400;PPL;18;;N;POBLADOLASARENAS;Poblado Las Arenas
-908299;-1343607;-323.833.333;-550.666.667;-322300;-550400;PPL;18;;N;POBLADOLASCHIRCAS;Poblado Las Chircas
-907268;-1343608;-318.166.667;-552.166.667;-314900;-551300;PPL;18;;V;POBLADOLASFLORES;Poblado Las Flores
-908300;-1343609; -32.15;-548.833.333;-320900;-545300;PPL;18;;N;POBLADOLAURA;Poblado Laura
-907306;-1343611;-316.833.333;-554.333.333;-314100;-552600;PPL;13;;V;POBLADOLAURELES;Poblado Laureles
-908301;-1343610;-313.833.333;-558.666.667;-312300;-555200;PPL;18;;N;POBLADOLAURELES;Poblado Laureles
-908302;-1343612;-318.166.667;-559.666.667;-314900;-555800;PPL;18;;N;POBLADOLAVALLEJA;Poblado Lavalleja
-908303;-1343613;-313.666.667;-550.833.333;-312200;-550500;PPL;13;;N;POBLADOLAVILLA;Poblado la Villa
-908304;-1343614;-318.333.333;-559.833.333;-315000;-555900;PPL;18;;N;POBLADOLOSCOITINHOS;Poblado Los Coitinhos
-908305;-1343615; -32.15; -54.95;-320900;-545700;PPL;18;;N;POBLADOLOSGARCIA;Poblado Los García
-908306;-1343616;-321.833.333;-550.333.333;-321100;-550200;PPL;18;;N;POBLADOLOSGOMEZ;Poblado Los Gómez
-908307;-1343617; -31.85; -56.0;-315100;-560000;PPL;18;;N;POBLADOLOSGROZOS;Poblado Los Grozos
-908308;-1343618; -32.5;-560.333.333;-323000;-560200;PPL;18;;N;POBLADOLOSLAURELES;Poblado Los Laureles
-908309;-1343619;-317.666.667; -56.25;-314600;-561500;PPL;11;;N;POBLADOLOSRODRIGUEZ;Poblado Los Rodríguez
-908310;-1343620;-322.666.667;-549.166.667;-321600;-545500;PPL;18;;N;POBLADOLOSSILVEIRA;Poblado los Silveira
-908311;-1343621;-318.833.333;-559.666.667;-315300;-555800;PPL;18;;N;POBLADOMARTINOTE;Poblado Martinote
-907646;-1343622; -33.05; -54.15;-330300;-540900;PPL;19;;V;POBLADOMENDIZABAL;Poblado Mendizabal
-907696;-1343623;-316.333.333; -55.0;-313800;-550000;PPL;13;;V;POBLADOMOIRONES;Poblado Moirones
-908312;-1343624;-322.166.667; -55.6;-321300;-553600;PPL;18;;N;POBLADOMONTEVIDEOCHICO;Poblado Montevideo Chico
-907393;-1343625;-319.833.333;-556.833.333;-315900;-554100;PPL;18;;V;POBLADOPASODELOSNOVILLOS;Poblado Paso de los Novillos
-908313;-1343626;-323.333.333;-558.833.333;-322000;-555300;PPL;18;;N;POBLADOPASOHONDO;Poblado Paso Hondo
